# MSTAGAT-Net Experiment Results
# Format: [Timestamp] Model | Dataset, Window, Horizon, Ablation, Seed | Metrics
# ================================================================================
[20260127_024736] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 15, Ablation: none, Seed: 45 | MAE: 568.1819, RMSE: 1513.4497, PCC: 0.7357, R2: 0.4560
[20260127_024802] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 15, Ablation: none, Seed: 123 | MAE: 530.8257, RMSE: 1337.5560, PCC: 0.8104, R2: 0.5751
[20260127_024825] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 15, Ablation: none, Seed: 1000 | MAE: 612.0997, RMSE: 1310.3518, PCC: 0.7872, R2: 0.5922
[20260127_053813] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 319.1181, RMSE: 1066.2588, PCC: 0.8715, R2: 0.7300
[20260127_053917] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 7, Ablation: none, Seed: 5 | MAE: 383.5369, RMSE: 1151.7850, PCC: 0.8685, R2: 0.6850
[20260127_053938] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 523.4905, RMSE: 1360.7009, PCC: 0.7826, R2: 0.5603
[20260127_054020] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 3, Ablation: no_agam, Seed: 5 | MAE: 311.3528, RMSE: 986.4573, PCC: 0.8877, R2: 0.7689
[20260127_054048] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 7, Ablation: no_agam, Seed: 5 | MAE: 384.9362, RMSE: 1177.6063, PCC: 0.8796, R2: 0.6707
[20260127_054113] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 14, Ablation: no_agam, Seed: 5 | MAE: 487.2901, RMSE: 1377.1977, PCC: 0.8151, R2: 0.5496
[20260127_054129] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 3, Ablation: no_mtfm, Seed: 5 | MAE: 340.7224, RMSE: 1059.3534, PCC: 0.8613, R2: 0.7335
[20260127_054153] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 7, Ablation: no_mtfm, Seed: 5 | MAE: 432.5440, RMSE: 1270.9236, PCC: 0.8398, R2: 0.6164
[20260127_054211] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 14, Ablation: no_mtfm, Seed: 5 | MAE: 554.7839, RMSE: 1389.6833, PCC: 0.7715, R2: 0.5414
[20260127_054231] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 3, Ablation: no_pprm, Seed: 5 | MAE: 365.0838, RMSE: 1073.1220, PCC: 0.8978, R2: 0.7265
[20260127_054306] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 7, Ablation: no_pprm, Seed: 5 | MAE: 364.7922, RMSE: 1115.1461, PCC: 0.8981, R2: 0.7047
[20260127_054326] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 14, Ablation: no_pprm, Seed: 5 | MAE: 474.2379, RMSE: 1325.3904, PCC: 0.8034, R2: 0.5828

#================================================================================
# AVERAGED RESULTS (Mean ± Std across all seeds)
#================================================================================
[AVERAGE] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 3, Ablation: none, Seeds: [5, 30, 45, 123, 1000] | MAE: 332.3747±13.4135, RMSE: 1101.4789±50.5964, PCC: 0.8609±0.0184, R2: 0.7113±0.0262
[AVERAGE] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seeds: [5, 30, 45, 123, 1000] | MAE: 394.1079±29.5870, RMSE: 1141.0284±72.1799, PCC: 0.8619±0.0275, R2: 0.6896±0.0395
[AVERAGE] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 10, Ablation: none, Seeds: [5, 30, 45, 123, 1000] | MAE: 488.7791±30.6981, RMSE: 1405.7524±84.5191, PCC: 0.7971±0.0254, R2: 0.5290±0.0555
[AVERAGE] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 15, Ablation: none, Seeds: [5, 30, 45, 123, 1000] | MAE: 554.6297±33.5412, RMSE: 1403.7185±73.6958, PCC: 0.7796±0.0309, R2: 0.5308±0.0493
[20260201_215612] EpiDelay-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 42 | MAE: 373.2556, RMSE: 1148.9218, PCC: 0.8501, R2: 0.6865
[20260201_215900] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 42 | MAE: 395.7415, RMSE: 1056.9285, PCC: 0.8918, R2: 0.7347
[20260201_221055] EpiDelay-Net-Full | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 42 | MAE: 384.4368, RMSE: 1132.6544, PCC: 0.8615, R2: 0.6953
[20260201_221612] EpiDelay-Net | Dataset: japan, Window: 20, Horizon: 15, Ablation: none, Seed: 5 | MAE: 590.6718, RMSE: 1470.3721, PCC: 0.7213, R2: 0.4866
[20260201_221613] EpiDelay-Net | Dataset: japan, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 332.7879, RMSE: 1060.8834, PCC: 0.8732, R2: 0.7327
[20260201_221621] EpiDelay-Net | Dataset: japan, Window: 20, Horizon: 10, Ablation: none, Seed: 5 | MAE: 536.1491, RMSE: 1455.4946, PCC: 0.7213, R2: 0.4969
[20260201_222202] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 338.3994, RMSE: 1109.8213, PCC: 0.8669, R2: 0.7075
[20260201_222235] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 15, Ablation: none, Seed: 5 | MAE: 531.1265, RMSE: 1409.8311, PCC: 0.7554, R2: 0.5280
[20260201_222238] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 10, Ablation: none, Seed: 5 | MAE: 493.9415, RMSE: 1439.6833, PCC: 0.7756, R2: 0.5078
[20260202_180257] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 403.6548, RMSE: 1257.2688, PCC: 0.8166, R2: 0.6246
[20260202_181748] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 15, Ablation: none, Seed: 5 | MAE: 590.1461, RMSE: 1520.5224, PCC: 0.7011, R2: 0.4509
[20260202_181811] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 5 | MAE: 357.4850, RMSE: 1102.7610, PCC: 0.8757, R2: 0.7112
[20260202_181833] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 10, Ablation: none, Seed: 5 | MAE: 553.6527, RMSE: 1587.4650, PCC: 0.6810, R2: 0.4015
[20260202_182522] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 309.6119, RMSE: 1024.9201, PCC: 0.8890, R2: 0.7505
[20260202_183454] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 324.7732, RMSE: 1042.1629, PCC: 0.8888, R2: 0.7421
[20260202_185306] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 355.9630, RMSE: 1125.1602, PCC: 0.8556, R2: 0.6994
[20260202_190625] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 490.1248, RMSE: 1307.8433, PCC: 0.8282, R2: 0.5938
[20260202_190700] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 562.4722, RMSE: 1370.2023, PCC: 0.7714, R2: 0.5541
[20260202_190725] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 5 | MAE: 432.7759, RMSE: 1210.4448, PCC: 0.8458, R2: 0.6520
[20260202_190739] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 5 | MAE: 324.2139, RMSE: 1021.4944, PCC: 0.8921, R2: 0.7522
[20260202_191936] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 490.1248, RMSE: 1307.8433, PCC: 0.8282, R2: 0.5938
[20260202_192020] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 5 | MAE: 411.7221, RMSE: 1151.7763, PCC: 0.8763, R2: 0.6850
[20260202_192042] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 484.0495, RMSE: 1336.4259, PCC: 0.8228, R2: 0.5758
[20260202_192058] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 5 | MAE: 324.2139, RMSE: 1021.4944, PCC: 0.8921, R2: 0.7522
[20260202_194935] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 5 | MAE: 323.6124, RMSE: 1019.4202, PCC: 0.8786, R2: 0.7532
[20260202_195037] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 10 | MAE: 294.9490, RMSE: 955.7756, PCC: 0.8915, R2: 0.7831
[20260202_195155] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 20 | MAE: 370.2323, RMSE: 1015.6649, PCC: 0.8905, R2: 0.7550
[20260202_195309] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 30 | MAE: 328.0259, RMSE: 1014.9149, PCC: 0.9119, R2: 0.7554
[20260202_195401] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 42 | MAE: 331.6722, RMSE: 1082.4999, PCC: 0.8578, R2: 0.7217
[20260202_195539] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 45 | MAE: 374.2699, RMSE: 1006.1251, PCC: 0.8778, R2: 0.7596
[20260202_195639] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 100 | MAE: 333.4648, RMSE: 1030.3466, PCC: 0.8674, R2: 0.7479
[20260202_195723] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 123 | MAE: 313.6332, RMSE: 1003.0858, PCC: 0.9078, R2: 0.7611
[20260202_195756] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 500 | MAE: 344.2926, RMSE: 1045.2542, PCC: 0.8718, R2: 0.7405
[20260202_195837] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 1000 | MAE: 320.7355, RMSE: 1015.7388, PCC: 0.8889, R2: 0.7550
[20260202_202743] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 5 | MAE: 323.6124, RMSE: 1019.4202, PCC: 0.8786, R2: 0.7532
[20260202_202934] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 10 | MAE: 294.9490, RMSE: 955.7756, PCC: 0.8915, R2: 0.7831
[20260202_203157] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 20 | MAE: 370.2323, RMSE: 1015.6649, PCC: 0.8905, R2: 0.7550
[20260202_203413] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 30 | MAE: 328.0259, RMSE: 1014.9149, PCC: 0.9119, R2: 0.7554
[20260202_203537] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 42 | MAE: 331.6722, RMSE: 1082.4999, PCC: 0.8578, R2: 0.7217
[20260202_203838] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 45 | MAE: 374.2699, RMSE: 1006.1251, PCC: 0.8778, R2: 0.7596
[20260202_204452] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 100 | MAE: 333.4648, RMSE: 1030.3466, PCC: 0.8674, R2: 0.7479
[20260202_205149] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 123 | MAE: 313.6332, RMSE: 1003.0858, PCC: 0.9078, R2: 0.7611
[20260202_205509] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 500 | MAE: 344.2926, RMSE: 1045.2542, PCC: 0.8718, R2: 0.7405
[20260202_205855] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 1000 | MAE: 320.7355, RMSE: 1015.7388, PCC: 0.8889, R2: 0.7550
[20260202_210139] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 5 | MAE: 411.7221, RMSE: 1151.7763, PCC: 0.8763, R2: 0.6850
[20260202_210352] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 10 | MAE: 399.9593, RMSE: 1221.9034, PCC: 0.8542, R2: 0.6454
[20260202_210639] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 20 | MAE: 447.2007, RMSE: 1228.6329, PCC: 0.8386, R2: 0.6415
[20260202_210854] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 30 | MAE: 375.3442, RMSE: 1128.0796, PCC: 0.8757, R2: 0.6978
[20260202_211048] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 42 | MAE: 403.7233, RMSE: 1153.8762, PCC: 0.8548, R2: 0.6838
[20260202_211415] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 45 | MAE: 478.2096, RMSE: 1235.5846, PCC: 0.8379, R2: 0.6374
[20260202_211544] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 100 | MAE: 435.2651, RMSE: 1250.5639, PCC: 0.8281, R2: 0.6286
[20260202_211826] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 123 | MAE: 407.9223, RMSE: 1227.5550, PCC: 0.8399, R2: 0.6421
[20260202_211959] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 500 | MAE: 421.5559, RMSE: 1191.8270, PCC: 0.8448, R2: 0.6627
[20260202_212250] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 1000 | MAE: 400.6364, RMSE: 1082.6574, PCC: 0.8938, R2: 0.7216
[20260202_212542] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 10, Ablation: none, Seed: 5 | MAE: 475.4813, RMSE: 1347.1038, PCC: 0.8167, R2: 0.5690
[20260202_212809] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 10, Ablation: none, Seed: 10 | MAE: 436.2909, RMSE: 1277.6196, PCC: 0.8408, R2: 0.6124
[20260202_213242] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 10, Ablation: none, Seed: 20 | MAE: 452.1525, RMSE: 1249.1340, PCC: 0.8340, R2: 0.6294
[20260202_213440] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 10, Ablation: none, Seed: 30 | MAE: 532.9099, RMSE: 1368.3148, PCC: 0.7839, R2: 0.5554
[20260202_213626] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 10, Ablation: none, Seed: 42 | MAE: 501.7677, RMSE: 1430.1302, PCC: 0.8254, R2: 0.5143
[20260202_213832] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 10, Ablation: none, Seed: 45 | MAE: 502.3614, RMSE: 1449.2291, PCC: 0.7883, R2: 0.5012
[20260202_214035] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 10, Ablation: none, Seed: 100 | MAE: 624.7233, RMSE: 1447.9998, PCC: 0.7919, R2: 0.5021
[20260202_214351] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 10, Ablation: none, Seed: 123 | MAE: 456.8988, RMSE: 1256.9567, PCC: 0.8423, R2: 0.6248
[20260202_214637] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 10, Ablation: none, Seed: 500 | MAE: 464.3899, RMSE: 1363.9591, PCC: 0.8390, R2: 0.5582
[20260202_214938] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 10, Ablation: none, Seed: 1000 | MAE: 510.3711, RMSE: 1417.1477, PCC: 0.8257, R2: 0.5231
[20260202_215130] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 15, Ablation: none, Seed: 5 | MAE: 495.0749, RMSE: 1360.4819, PCC: 0.8017, R2: 0.5604
[20260202_215353] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 15, Ablation: none, Seed: 10 | MAE: 581.3483, RMSE: 1468.1538, PCC: 0.7190, R2: 0.4881
[20260202_215535] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 15, Ablation: none, Seed: 20 | MAE: 523.4068, RMSE: 1431.1554, PCC: 0.7761, R2: 0.5136
[20260202_215713] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 15, Ablation: none, Seed: 30 | MAE: 520.0198, RMSE: 1415.1790, PCC: 0.7708, R2: 0.5244
[20260202_215859] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 15, Ablation: none, Seed: 42 | MAE: 566.1127, RMSE: 1456.0157, PCC: 0.7358, R2: 0.4965
[20260202_220103] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 15, Ablation: none, Seed: 45 | MAE: 502.9500, RMSE: 1392.1564, PCC: 0.7689, R2: 0.5397
[20260202_220309] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 15, Ablation: none, Seed: 100 | MAE: 500.4833, RMSE: 1406.8335, PCC: 0.8148, R2: 0.5300
[20260202_220616] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 15, Ablation: none, Seed: 123 | MAE: 467.0878, RMSE: 1333.1054, PCC: 0.8058, R2: 0.5780
[20260202_220835] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 15, Ablation: none, Seed: 500 | MAE: 640.0393, RMSE: 1428.1377, PCC: 0.7975, R2: 0.5156
[20260202_221112] MSTAGAT-Net | Dataset: japan, Window: 20, Horizon: 15, Ablation: none, Seed: 1000 | MAE: 639.0159, RMSE: 1543.7064, PCC: 0.6880, R2: 0.4341
[20260202_221336] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 5 | MAE: 246.9062, RMSE: 825.6500, PCC: 0.9247, R2: 0.8381
[20260202_221529] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 10 | MAE: 267.2737, RMSE: 921.9751, PCC: 0.9096, R2: 0.7981
[20260202_221741] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 20 | MAE: 270.2419, RMSE: 890.1376, PCC: 0.9173, R2: 0.8118
[20260202_221958] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 30 | MAE: 262.0461, RMSE: 877.0160, PCC: 0.9175, R2: 0.8173
[20260202_222226] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 42 | MAE: 264.5345, RMSE: 841.7473, PCC: 0.9262, R2: 0.8317
[20260202_222447] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 45 | MAE: 243.5303, RMSE: 838.5763, PCC: 0.9191, R2: 0.8330
[20260202_222652] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 100 | MAE: 270.8166, RMSE: 908.5912, PCC: 0.9120, R2: 0.8039
[20260202_223001] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 123 | MAE: 244.4541, RMSE: 855.8619, PCC: 0.9231, R2: 0.8260
[20260202_223245] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 500 | MAE: 249.6271, RMSE: 847.9578, PCC: 0.9200, R2: 0.8292
[20260202_223437] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 2, Ablation: none, Seed: 1000 | MAE: 326.2990, RMSE: 972.0524, PCC: 0.9037, R2: 0.7756
[20260202_223717] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 5 | MAE: 324.2139, RMSE: 1021.4944, PCC: 0.8921, R2: 0.7522
[20260202_223951] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 10 | MAE: 332.6905, RMSE: 1030.6958, PCC: 0.8885, R2: 0.7477
[20260202_224157] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 20 | MAE: 364.6016, RMSE: 1058.0445, PCC: 0.8759, R2: 0.7341
[20260202_224328] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 30 | MAE: 360.6333, RMSE: 1137.2832, PCC: 0.8594, R2: 0.6928
[20260202_224543] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 42 | MAE: 344.2159, RMSE: 1103.0890, PCC: 0.8754, R2: 0.7110
[20260202_224748] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 45 | MAE: 362.2115, RMSE: 1099.5730, PCC: 0.8850, R2: 0.7129
[20260202_224934] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 100 | MAE: 324.1605, RMSE: 999.1532, PCC: 0.9017, R2: 0.7629
[20260202_225301] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 123 | MAE: 328.6927, RMSE: 1029.0903, PCC: 0.8886, R2: 0.7485
[20260202_225455] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 500 | MAE: 365.7740, RMSE: 1115.6965, PCC: 0.8556, R2: 0.7044
[20260202_225757] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 5, Ablation: none, Seed: 1000 | MAE: 359.8875, RMSE: 1034.4898, PCC: 0.8940, R2: 0.7459
[20260202_225945] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 10, Ablation: none, Seed: 5 | MAE: 421.5872, RMSE: 1233.9375, PCC: 0.8642, R2: 0.6384
[20260202_230123] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 10, Ablation: none, Seed: 10 | MAE: 439.5761, RMSE: 1263.1626, PCC: 0.8442, R2: 0.6211
[20260202_230331] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 10, Ablation: none, Seed: 20 | MAE: 460.0307, RMSE: 1307.8472, PCC: 0.8369, R2: 0.5938
[20260202_230524] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 10, Ablation: none, Seed: 30 | MAE: 471.9906, RMSE: 1317.8409, PCC: 0.8205, R2: 0.5876
[20260202_230735] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 10, Ablation: none, Seed: 42 | MAE: 473.2914, RMSE: 1345.7465, PCC: 0.8188, R2: 0.5699
[20260202_230858] EpiSIG-Net | Dataset: japan, Window: 20, Horizon: 10, Ablation: none, Seed: 45 | MAE: 475.2391, RMSE: 1376.9831, PCC: 0.8145, R2: 0.5497
